TimeGenerated,EventID,Account,TargetAccount,MemberName,IpAddress,Computer,LogonType,Activity
2026-09-03 04:46:00,4624,e.popescu,,,10.10.1.50,WKSTN-12,2,4624 - An account was successfully logged on.
2026-09-03 05:10:00,4624,c.nguyen,,,10.10.1.40,WKSTN-01,10,4624 - An account was successfully logged on.
2026-09-03 05:30:00,4624,svc-backup,,,10.10.1.49,WKSTN-08,2,4624 - An account was successfully logged on.
2026-09-03 05:53:00,4624,l.moraru,,,10.10.1.54,WKSTN-10,3,4624 - An account was successfully logged on.
2026-09-03 05:59:00,4624,m.dupont,,,10.10.1.12,WKSTN-02,3,4624 - An account was successfully logged on.
2026-09-03 06:17:00,4624,a.patel,,,10.10.1.16,WKSTN-08,10,4624 - An account was successfully logged on.
2026-09-03 06:24:00,4624,e.popescu,,,10.10.1.39,WKSTN-12,10,4624 - An account was successfully logged on.
2026-09-03 06:40:00,4624,m.dupont,,,10.10.1.36,WKSTN-04,3,4624 - An account was successfully logged on.
2026-09-03 07:02:00,4624,e.popescu,,,10.10.1.27,WKSTN-02,3,4624 - An account was successfully logged on.
2026-09-03 07:11:00,4624,l.moraru,,,10.10.1.38,WKSTN-08,3,4624 - An account was successfully logged on.
2026-09-03 07:17:00,4624,svc-backup,,,10.10.1.44,WKSTN-12,2,4624 - An account was successfully logged on.
2026-09-03 07:32:00,4624,r.ionescu,,,10.10.1.22,WKSTN-04,3,4624 - An account was successfully logged on.
2026-09-03 07:37:00,4624,c.nguyen,,,10.10.1.51,WKSTN-01,2,4624 - An account was successfully logged on.
2026-09-03 07:50:00,4624,c.nguyen,,,10.10.1.18,WKSTN-07,2,4624 - An account was successfully logged on.
2026-09-03 08:10:00,4624,c.nguyen,,,10.10.1.47,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-03 08:23:00,4624,m.dupont,,,10.10.1.48,WKSTN-01,3,4624 - An account was successfully logged on.
2026-09-03 08:30:00,4624,m.dupont,,,10.10.1.44,WKSTN-09,3,4624 - An account was successfully logged on.
2026-09-03 08:36:00,4624,j.smith,,,10.10.1.18,WKSTN-01,3,4624 - An account was successfully logged on.
2026-09-03 08:46:00,4624,svc-backup,,,10.10.1.11,WKSTN-06,3,4624 - An account was successfully logged on.
2026-09-03 08:50:00,4624,m.dupont,,,10.10.1.57,WKSTN-14,10,4624 - An account was successfully logged on.
2026-09-03 08:56:00,4624,a.patel,,,10.10.1.40,DC01,3,4624 - An account was successfully logged on.
2026-09-03 09:15:00,4624,a.patel,,,10.10.1.38,FILESRV01,3,4624 - An account was successfully logged on.
2026-09-03 09:37:00,4624,j.smith,,,10.10.1.56,FILESRV01,3,4624 - An account was successfully logged on.
2026-09-03 09:54:00,4624,j.smith,,,10.10.1.13,DC02,3,4624 - An account was successfully logged on.
2026-09-03 10:10:00,4624,a.patel,,,10.10.1.41,DC01,2,4624 - An account was successfully logged on.
2026-09-03 10:15:00,4624,svc-backup,,,10.10.1.48,WKSTN-05,2,4624 - An account was successfully logged on.
2026-09-03 10:22:00,4624,r.ionescu,,,10.10.1.49,WKSTN-11,3,4624 - An account was successfully logged on.
2026-09-03 10:44:00,4624,r.ionescu,,,10.10.1.39,FILESRV01,10,4624 - An account was successfully logged on.
